Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,BRICK_POINT,BRICK_EQUIP_LIST,BRICK_LOCATION_LIST,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,BACnet Type Str,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments
505_3_3015336,505,3,3015336,,,,EBU3B.CRAC-2.ECONOCYC,NAE 05 N2 2 VND 163 ECONOCYC,Econ-O-Cycle On-Off,,Econ-O-Cycle On-Off,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015208,505,3,3015208,,,,EBU3B.CRAC-3.ECONOCYC,NAE 05 N2 2 VND 161 ECONOCYC,Econ-O-Cycle On-Off,,Econ-O-Cycle On-Off,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015144,505,3,3015144,,,,EBU3B.CRAC-4.ECONOCYC,NAE 05 N2 2 VND 160 ECONOCYC,Econ-O-Cycle On-Off,,Econ-O-Cycle On-Off,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3015303,505,3,3015303,,,,EBU3B.CRAC-1.INV-BYPS,NAE 05 N2 2 VND 162 INV BYPS,Inverter On Bypass,,Inverter On Bypass,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015367,505,3,3015367,,,,EBU3B.CRAC-2.INV-BYPS,NAE 05 N2 2 VND 163 INV BYPS,Inverter On Bypass,,Inverter On Bypass,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015239,505,3,3015239,,,,EBU3B.CRAC-3.INV-BYPS,NAE 05 N2 2 VND 161 INV BYPS,Inverter On Bypass,,Inverter On Bypass,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015175,505,3,3015175,,,,EBU3B.CRAC-4.INV-BYPS,NAE 05 N2 2 VND 160 INV BYPS,Inverter On Bypass,,Inverter On Bypass,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3015301,505,3,3015301,,,,EBU3B.CRAC-1.SHORTCYC,NAE 05 N2 2 VND 162 SHORTCYC,Short Cycle,,Short Cycle,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015365,505,3,3015365,,,,EBU3B.CRAC-2.SHORTCYC,NAE 05 N2 2 VND 163 SHORTCYC,Short Cycle,,Short Cycle,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015237,505,3,3015237,,,,EBU3B.CRAC-3.SHORTCYC,NAE 05 N2 2 VND 161 SHORTCYC,Short Cycle,,Short Cycle,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015173,505,3,3015173,,,,EBU3B.CRAC-4.SHORTCYC,NAE 05 N2 2 VND 160 SHORTCYC,Short Cycle,,Short Cycle,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3015299,505,3,3015299,,,,EBU3B.CRAC-1.STANDBY,NAE 05 N2 2 VND 162 STANDBY,Standby Unit On,,Standby Unit On,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015363,505,3,3015363,,,,EBU3B.CRAC-2.STANDBY,NAE 05 N2 2 VND 163 STANDBY,Standby Unit On,,Standby Unit On,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015235,505,3,3015235,,,,EBU3B.CRAC-3.STANDBY,NAE 05 N2 2 VND 161 STANDBY,Standby Unit On,,Standby Unit On,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015171,505,3,3015171,,,,EBU3B.CRAC-4.STANDBY,NAE 05 N2 2 VND 160 STANDBY,Standby Unit On,,Standby Unit On,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3015280,505,3,3015280,,,,EBU3B.CRAC-1.GLYCOOL,NAE 05 N2 2 VND 162 GLYCOOL,Standy Glycool Unit On,,Standy Glycool Unit On,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015344,505,3,3015344,,,,EBU3B.CRAC-2.GLYCOOL,NAE 05 N2 2 VND 163 GLYCOOL,Standy Glycool Unit On,,Standy Glycool Unit On,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015216,505,3,3015216,,,,EBU3B.CRAC-3.GLYCOOL,NAE 05 N2 2 VND 161 GLYCOOL,Standy Glycool Unit On,,Standy Glycool Unit On,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015152,505,3,3015152,,,,EBU3B.CRAC-4.GLYCOOL,NAE 05 N2 2 VND 160 GLYCOOL,Standy Glycool Unit On,,Standy Glycool Unit On,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3015308,505,3,3015308,,,,EBU3B.CRAC-1.OFF-LOCL,NAE 05 N2 2 VND 162 OFF LOCL,Unit Turned Off Locally,,Unit Turned Off Locally,Turn Off Sensor,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015372,505,3,3015372,,,,EBU3B.CRAC-2.OFF-LOCL,NAE 05 N2 2 VND 163 OFF LOCL,Unit Turned Off Locally,,Unit Turned Off Locally,Turn Off Sensor,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015244,505,3,3015244,,,,EBU3B.CRAC-3.OFF-LOCL,NAE 05 N2 2 VND 161 OFF LOCL,Unit Turned Off Locally,,Unit Turned Off Locally,Turn Off Sensor,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015180,505,3,3015180,,,,EBU3B.CRAC-4.OFF-LOCL,NAE 05 N2 2 VND 160 OFF LOCL,Unit Turned Off Locally,,Unit Turned Off Locally,Turn Off Sensor,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3015309,505,3,3015309,,,,EBU3B.CRAC-1.OFF-REMT,NAE 05 N2 2 VND 162 OFF REMT,Unit Turned Off Remotely,,Unit Turned Off Remotely,Turn Off Sensor,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015373,505,3,3015373,,,,EBU3B.CRAC-2.OFF-REMT,NAE 05 N2 2 VND 163 OFF REMT,Unit Turned Off Remotely,,Unit Turned Off Remotely,Turn Off Sensor,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015245,505,3,3015245,,,,EBU3B.CRAC-3.OFF-REMT,NAE 05 N2 2 VND 161 OFF REMT,Unit Turned Off Remotely,,Unit Turned Off Remotely,Turn Off Sensor,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015181,505,3,3015181,,,,EBU3B.CRAC-4.OFF-REMT,NAE 05 N2 2 VND 160 OFF REMT,Unit Turned Off Remotely,,Unit Turned Off Remotely,Turn Off Sensor,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
506_3_3001424,506,3,3001424,,,,EBU3B.RM-2230..T-OCC,NAE 06 N2 1 VMA113 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,Rm-2230,VAV,2230,,EBU3B,
506_3_3001445,506,3,3001445,,,,EBU3B.RM-2232..T-OCC,NAE 06 N2 1 VMA114 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,Rm-2232,VAV,2232,,EBU3B,
505_3_3000804,505,3,3000804,,,,EBU3B.AH1-1.SF1-STS,NAE 05 N2 1 DX 32 SF1 STS,Supply Fan 1 Status,,Supply Fan Status,Supply Fan Status,Binary Input,1,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_3_3000806,505,3,3000806,,,,EBU3B.AH1-1.SF2-STS,NAE 05 N2 1 DX 32 SF2 STS,Supply Fan 2 Status,,Supply Fan Status,Supply Fan Status,Binary Input,2,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_3_3000808,505,3,3000808,,,,EBU3B.AH1-1.SF3-STS,NAE 05 N2 1 DX 32 SF3 STS,Supply Fan 3 Status,,Supply Fan Status,Supply Fan Status,Binary Input,3,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_3_3000810,505,3,3000810,,,,EBU3B.AH1-1.SF4-STS,NAE 05 N2 1 DX 32 SF4 STS,Supply Fan 4 Status,,Supply Fan Status,Supply Fan Status,Binary Input,4,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
505_3_3000812,505,3,3000812,,,,EBU3B.AH1-1.SA-HL,NAE 05 N2 1 DX 32 SA HL,Supply Air High Limit,,Supply Air High Limit,Supply Air Temperature High Limit Alarm,Binary Input,,RM-B102C,Supply Fan,0,AHU -> Discharge Air,EBU3B,
505_3_3000120,505,3,3000120,,,,EBU3B.RM-B103A..EF1-S,NAE 05 N2 1 VMA 114 EF1 S,Exhaust Fan 1 Sts / Electrical Room Bsmt,,Exhaust Fan Status,Exhaust Fan Status,Binary Input,1,RM-B103A,VAV,B103A,,EBU3B,
506_3_3001466,506,3,3001466,,,,EBU3B.RM-2234..T-OCC,NAE 06 N2 1 VMA115 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,Rm-2234,VAV,2234,,EBU3B,
506_3_3005883,506,3,3005883,,,,EBU3B.RM-2234..OCC-S,NAE 06 N2 1 VMA115 OCCSEN STS,Occupancy Sensor,,Occupancy Sensor,Occupancy Sensor,Binary Input,,Rm-2234,VAV,2234,,EBU3B,
506_3_3001487,506,3,3001487,,,,EBU3B.RM-2236..T-OCC,NAE 06 N2 1 VMA116 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,Rm-2236,VAV,2236,,EBU3B,
505_3_3000159,505,3,3000159,,,,EBU3B.RM-B210..T-OCC,NAE 05 N2 1 VMA 116 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,RM-B210,VAV,B210,,EBU3B,
505_3_3015470,505,3,3015470,,,,EBU3B.RM-B210..OCC-Sensor,NAE 05 N2 1 VMA 116 OCC S,Occupancy Sensor,,Occupancy Sensor,Occupancy Sensor,Binary Input,,RM-B210,VAV,B210,,EBU3B,
505_3_3014467,505,3,3014467,,,,EBU3B.RM-210..CO2-Hi Alarm,NAE 05 N2 1 VMA 116 CO2 HIA,CO2 Hi Alarm,,CO2 Hi Alarm,co2 high alarm,Binary Input,,RM-B210,VAV,B210,,EBU3B,
506_3_3001508,506,3,3001508,,,,EBU3B.RM-2238..T-OCC,NAE 06 N2 1 VMA117 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,Rm-2238,VAV,2238,,EBU3B,
505_3_3000181,505,3,3000181,,,,EBU3B.RM-B220..T-OCC,NAE 05 N2 1 VMA 117 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,RM-B220,VAV,B220,,EBU3B,
505_3_3015518,505,3,3015518,,,,EBU3B.RM-B220..Occ-Sen,NAE 05 N2 1 VMA 117 Occ Sen,Occupancy Sensor,,Occupancy Sensor,Occupancy Sensor,Binary Input,,RM-B220,VAV,B220,,EBU3B,
505_3_3014457,505,3,3014457,,,,EBU3B.RM-B220..CO2-Hi Alarm,NAE 05 N2 1 VMA 117 CO2 ALM,CO2 Hi Alarm,,CO2 Hi Alarm,co2 high alarm,Binary Input,,RM-B220,VAV,B220,,EBU3B,
505_3_3000203,505,3,3000203,,,,EBU3B.RM-B230..T-OCC,NAE 05 N2 1 VMA 118 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,RM-B230,VAV,B230,,EBU3B,
505_3_3015521,505,3,3015521,,,,EBU3B.RM-B230..Occ-Sen,NAE 05 N2 1 VMA 118 Occ Sen,Occupancy Sensor,,Occupancy Sensor,Occupancy Sensor,Binary Input,,RM-B230,VAV,B230,,EBU3B,
505_3_3014469,505,3,3014469,,,,EBU3B.RM-230..CO2-Hi Alarm,NAE 05 N2 1 VMA 118 CO2 HIA,CO2 Hi Alarm,,CO2 High Alarm,co2 high alarm,Binary Input,,RM-B230,VAV,B230,,EBU3B,
505_3_3000225,505,3,3000225,,,,EBU3B.RM-B240..T-OCC,NAE 05 N2 1 VMA 119 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,RM-B240,VAV,B240,,EBU3B,
505_3_3015524,505,3,3015524,,,,EBU3B.RM-B240..Occ-Sen,NAE 05 N2 1 VMA 119 Occ Sen,Occupancy Sensor,,Occupancy Sensor,Occupancy Sensor,Binary Input,,RM-B240,VAV,B240,,EBU3B,
505_3_3014471,505,3,3014471,,,,EBU3B.RM-B240..CO2-Hi Alarm,NAE 05 N2 1 VMA 119 CO2 HIA,CO2 Hi Alarm,,CO2 Hi Alarm,co2 high alarm,Binary Input,,RM-B240,VAV,B240,,EBU3B,
506_3_3003252,506,3,3003252,,,,EBU3B.RM-3152..T-OCC,NAE 06 N2 2 VMA120 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,Rm-3152,VAV,3152,,EBU3B,
505_3_3000247,505,3,3000247,,,,EBU3B.RM-B250..T-OCC,NAE 05 N2 1 VMA 120 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,RM-B250,VAV,B250,,EBU3B,
505_3_3015527,505,3,3015527,,,,EBU3B.RM-B250..Occ-Sen,NAE 05 N2 1 VMA 120 Occ Sen,Occupancy Sensor,,Occupancy Sensor,Occupancy Sensor,Binary Input,,RM-B250,VAV,B250,,EBU3B,
505_3_3001966,505,3,3001966,,,,EBU3B.RM-1208..EF2-S,NAE 05 N2 2 VMA 120 EF S,Exhaust Fan Status / Rms 1211-1206-1201,,Exhaust Fan Status,Exhaust Fan Status,Binary Input,,RM-1208,VAV,1208,,EBU3B,
505_3_3014473,505,3,3014473,,,,EBU3B.RM-B250..CO2-Hi Alarm,NAE 05 N2 1 VMA 120 CO2 HIA,CO2 Hi Alarm,,CO2 Hi Alarm,co2 high alarm,Binary Input,,RM-B250,VAV,B250,,EBU3B,
506_3_3003273,506,3,3003273,,,,EBU3B.RM-3150..T-OCC,NAE 06 N2 2 VMA121 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,Rm-3150,VAV,3150,,EBU3B,
505_3_3000269,505,3,3000269,,,,EBU3B.RM-B260..T-OCC,NAE 05 N2 1 VMA 121 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,RM-B260,VAV,B260,,EBU3B,
505_3_3015304,505,3,3015304,,,,EBU3B.CRAC-1.STBY-FAN,NAE 05 N2 2 VND 162 STBY FAN,Standby Fan On,,Standby Fan On,Standby Fan Status,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015368,505,3,3015368,,,,EBU3B.CRAC-2.STBY-FAN,NAE 05 N2 2 VND 163 STBY FAN,Standby Fan On,,Standby Fan On,Standby Fan Status,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015240,505,3,3015240,,,,EBU3B.CRAC-3.STBY-FAN,NAE 05 N2 2 VND 161 STBY FAN,Standby Fan On,,Standby Fan On,Standby Fan Status,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015176,505,3,3015176,,,,EBU3B.CRAC-4.STBY-FAN,NAE 05 N2 2 VND 160 STBY FAN,Standby Fan On,,Standby Fan On,Standby Fan Status,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3015296,505,3,3015296,,,,EBU3B.CRAC-1.SMOKE,NAE 05 N2 2 VND 162 SMOKE,Smoke Detected,,Smoke Detected,Smoke Detected Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015360,505,3,3015360,,,,EBU3B.CRAC-2.SMOKE,NAE 05 N2 2 VND 163 SMOKE,Smoke Detected,,Smoke Detected,Smoke Detected Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015232,505,3,3015232,,,,EBU3B.CRAC-3.SMOKE,NAE 05 N2 2 VND 161 SMOKE,Smoke Detected,,Smoke Detected,Smoke Detected Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015168,505,3,3015168,,,,EBU3B.CRAC-4.SMOKE,NAE 05 N2 2 VND 160 SMOKE,Smoke Detected,,Smoke Detected,Smoke Detected Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3000301,505,3,3000301,,,,EBU3B.CHWP1.STATUS,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Chilled Water Pump,1,CHW-SYS -> Pump,EBU3B,
505_3_3000341,505,3,3000341,,,,EBU3B.CHWP2.STATUS,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Chilled Water Pump,2,CHW-SYS -> Pump,EBU3B,
505_3_3000381,505,3,3000381,,,,EBU3B.HWP1.STATUS,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Hot Water Pump,1,HW-SYS -> Pump,EBU3B,
505_3_3000421,505,3,3000421,,,,EBU3B.HWP2.STATUS,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Hot Water Pump,2,HW-SYS -> Pump,EBU3B,
505_3_3000621,505,3,3000621,,,,EBU3B.RF1.STATUS,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Return Fan,1,AHU -> Return Fan,EBU3B,
505_3_3000661,505,3,3000661,,,,EBU3B.RF2.STATUS,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Return Fan,2,AHU -> Return Fan,EBU3B,
505_3_3000701,505,3,3000701,,,,EBU3B.RF3.STATUS,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Return Fan,3,AHU -> Return Fan,EBU3B,
505_3_3000741,505,3,3000741,,,,EBU3B.RF4.STATUS,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Return Fan,4,AHU -> Return Fan,EBU3B,
505_3_3000461,505,3,3000461,,,,EBU3B.SF1.STATUS,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_3_3000501,505,3,3000501,,,,EBU3B.SF2.STATUS,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_3_3000541,505,3,3000541,,,,EBU3B.SF3.STATUS,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_3_3000581,505,3,3000581,,,,EBU3B.SF4.STATUS,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 STATUS,Run Status,,Run Status,Run Status,Binary Input,,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
505_3_3014609,505,3,3014609,,,,EBU3B.CHWP3-VFD.ENA-STS,NAE 05 N2 1 VND 26 ENA STS,Run Enable Status,,Run Enable Status,Run Enable Status,Binary Input,,RM-B102C,Chilled Water Pump,3,CHW-SYS -> Pump,EBU3B,
505_3_3014644,505,3,3014644,,,,EBU3B.CHWP4-VFD.ENA-STS,NAE 05 N2 1 VND 27 ENA STS,Run Enable Status,,Run Enable Status,Run Enable Status,Binary Input,,RM-B102C,Chilled Water Pump,4,CHW-SYS -> Pump,EBU3B,
505_3_3015275,505,3,3015275,,,,EBU3B.CRAC-1.UNIT-STS,NAE 05 N2 2 VND 162 UNIT STS,Unit Run (Feedback),,Unit Run Status,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015339,505,3,3015339,,,,EBU3B.CRAC-2.UNIT-STS,NAE 05 N2 2 VND 163 UNIT STS,Unit Run (Feedback),,Unit Run Status,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015211,505,3,3015211,,,,EBU3B.CRAC-3.UNIT-STS,NAE 05 N2 2 VND 161 UNIT STS,Unit Run (Feedback),,Unit Run Status,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015147,505,3,3015147,,,,EBU3B.CRAC-4.UNIT-STS,NAE 05 N2 2 VND 160 UNIT STS,Unit Run (Feedback),,Unit Run Status,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3000302,505,3,3000302,,,,EBU3B.CHWP1.DIRECTION,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Chilled Water Pump,1,CHW-SYS -> Pump,EBU3B,
505_3_3000342,505,3,3000342,,,,EBU3B.CHWP2.DIRECTION,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Chilled Water Pump,2,CHW-SYS -> Pump,EBU3B,
505_3_3000382,505,3,3000382,,,,EBU3B.HWP1.DIRECTION,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Hot Water Pump,1,HW-SYS -> Pump,EBU3B,
505_3_3000422,505,3,3000422,,,,EBU3B.HWP2.DIRECTION,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Hot Water Pump,2,HW-SYS -> Pump,EBU3B,
505_3_3000622,505,3,3000622,,,,EBU3B.RF1.DIRECTION,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Return Fan,1,AHU -> Return Fan,EBU3B,
505_3_3000662,505,3,3000662,,,,EBU3B.RF2.DIRECTION,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Return Fan,2,AHU -> Return Fan,EBU3B,
505_3_3000702,505,3,3000702,,,,EBU3B.RF3.DIRECTION,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Return Fan,3,AHU -> Return Fan,EBU3B,
505_3_3000742,505,3,3000742,,,,EBU3B.RF4.DIRECTION,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Return Fan,4,AHU -> Return Fan,EBU3B,
505_3_3000462,505,3,3000462,,,,EBU3B.SF1.DIRECTION,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_3_3000502,505,3,3000502,,,,EBU3B.SF2.DIRECTION,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_3_3000542,505,3,3000542,,,,EBU3B.SF3.DIRECTION,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_3_3000582,505,3,3000582,,,,EBU3B.SF4.DIRECTION,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 DIRECTION,Run Direction Status,,Run Direction Status,Run Direction Status,Binary Input,,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
505_3_3000805,505,3,3000805,,,,EBU3B.AH1-1.RF1-STS,NAE 05 N2 1 DX 32 RF1 STS,Return Fan 1 Status,,Return Fan Status,Return Fan Status,Binary Input,1,RM-B102C,Return Fan,1,AHU -> Return Fan,EBU3B,
505_3_3000807,505,3,3000807,,,,EBU3B.AH1-1.RF2-STS,NAE 05 N2 1 DX 32 RF2 STS,Return Fan 2 Status,,Return Fan Status,Return Fan Status,Binary Input,2,RM-B102C,Return Fan,2,AHU -> Return Fan,EBU3B,
505_3_3000809,505,3,3000809,,,,EBU3B.AH1-1.RF3-STS,NAE 05 N2 1 DX 32 RF3 STS,Return Fan 3 Status,,Return Fan Status,Return Fan Status,Binary Input,3,RM-B102C,Return Fan,3,AHU -> Return Fan,EBU3B,
505_3_3000811,505,3,3000811,,,,EBU3B.AH1-1.RF4-STS,NAE 05 N2 1 DX 32 RF4 STS,Return Fan 4 Status,,Return Fan Status,Return Fan Status,Binary Input,4,RM-B102C,Return Fan,4,AHU -> Return Fan,EBU3B,
505_3_3000813,505,3,3000813,,,,EBU3B.AH1-1.RA-LL,NAE 05 N2 1 DX 32 RA LL,Return Air High Limit,,Return Air Low Limit,Return Air Temperature Low Limit Alarm,Binary Input,,RM-B102C,AHU,1,AHU -> Return Air,EBU3B,
505_3_3012219,505,3,3012219,,,,EBU3B.RM-B260..OCCSENS,NAE 05 N2 1 VMA 121 OCCSENS,Occupancy Sensor,,Occupancy Sensor,Occupancy Sensor,Binary Input,,RM-B260,VAV,B260,,EBU3B,
505_3_3014475,505,3,3014475,,,,EBU3B.RM-B260..CO2-Hi Alarm,NAE 05 N2 1 VMA 121 CO2 HIA,CO2 Hi Alarm,,CO2 Hi Alarm,co2 high alarm,Binary Input,,RM-B260,VAV,B260,,EBU3B,
505_3_3000291,505,3,3000291,,,,EBU3B.RM-B270..T-OCC,NAE 05 N2 1 VMA 122 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,RM-B270,VAV,B270,,EBU3B,
506_3_3009753,506,3,3009753,,,,EBU3B.RM-3127..OCC-S,NAE 06 N2 2 VMA122 EBU3BRM 3127OCC,Occupancy Sensor,,Occupancy Sensor,Occupancy Sensor,Binary Input,,RM-3127,VAV,3127,,EBU3B,
505_3_3015532,505,3,3015532,,,,EBU3B.RM-B270..Occ-Sen,NAE 05 N2 1 VMA 122 Occ Sen,Occupancy Sensor,,Occupancy Sensor,Occupancy Sensor,Binary Input,,RM-B270,VAV,B270,,EBU3B,
