Unique Identifier,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,BACnet Type Str,Ground Truth Point Type,Schema Label,Location,Equipment Type,Equipment Ref,Equipment Subsystems
604_0_3013450,ap m ef 29 ea29 sp,nae 104 n2 trunk 1 ef 29 ea29 sp,exhaust air static pressure,58.0,analog input,exhaust air static pressure,exhaust air static pressure sensor,ef 29,,,
604_0_3013457,ap m ef29 vfd amps,nae 104 n2 trunk 1 ef29 vfd amps,load current,3.0,analog input,current,current sensor,ef 29,vfd,,
604_0_3013459,ap m ef29 vfd energy,nae 104 n2 trunk 1 ef29 vfd energy,system energy,19.0,analog input,energy,energy sensor,ef 29,vfd,,
604_0_3013460,ap m ef29 vfd fault,nae 104 n2 trunk 1 ef29 vfd fault,fault code,95.0,analog input,fault,last fault code status,ef 29,vfd,,
604_0_3013463,ap m ef29 vfd freq,nae 104 n2 trunk 1 ef29 vfd freq,output frequency,27.0,analog input,frequency,output frequency sensor,ef 29,vfd,,
604_0_3013467,ap m ef29 vfd power,nae 104 n2 trunk 1 ef29 vfd power,input power,48.0,analog input,power,vfd power meter,ef 29,vfd,,
604_0_3013470,ap m ef29 vfd volts,nae 104 n2 trunk 1 ef29 vfd volts,output voltage,5.0,analog input,output voltage,output voltage sensor,ef 29,vfd,,
604_0_3013473,rm 5420 zn t,nae 104 n2 trunk 1 vav5 5 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5420,vav,,
604_0_3013474,rm 5420 wc adj,nae 104 n2 trunk 1 vav5 5 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5420,vav,,
604_0_3013475,rm 5420 sa vp,nae 104 n2 trunk 1 vav5 5 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5420,vav,,
604_0_3013477,rm 5420 dmpr pos,nae 104 n2 trunk 1 vav5 5 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5420,vav,,
604_0_3013478,rm 5420 aclg stpt,nae 104 n2 trunk 1 vav5 5 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5420,vav,,
604_0_3013479,rm 5420 ahtg stpt,nae 104 n2 trunk 1 vav5 5 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5420,vav,,
604_0_3013481,rm 5420 sup flow,nae 104 n2 trunk 1 vav5 5 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5420,vav,,
604_0_3013488,rm 5433 zn t,nae 104 n2 trunk 1 vav5 6 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5433,vav,,
604_0_3013489,rm 5433 wc adj,nae 104 n2 trunk 1 vav5 6 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5433,vav,,
604_0_3013490,rm 5433 sa vp,nae 104 n2 trunk 1 vav5 6 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5433,vav,,
604_0_3013492,rm 5433 dmpr pos,nae 104 n2 trunk 1 vav5 6 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5433,vav,,
604_0_3013493,rm 5433 aclg stpt,nae 104 n2 trunk 1 vav5 6 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5433,vav,,
604_0_3013494,rm 5433 ahtg stpt,nae 104 n2 trunk 1 vav5 6 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5433,vav,,
604_0_3013496,rm 5433 sup flow,nae 104 n2 trunk 1 vav5 6 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5433,vav,,
604_0_3013503,rm 5441 zn t,nae 104 n2 trunk 1 vav5 7 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5441,vav,,
604_0_3013504,rm 5441 wc adj,nae 104 n2 trunk 1 vav5 7 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5441,vav,,
604_0_3013505,rm 5441 sa vp,nae 104 n2 trunk 1 vav5 7 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5441,vav,,
604_0_3013507,rm 5441 dmpr pos,nae 104 n2 trunk 1 vav5 7 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5441,vav,,
604_0_3013508,rm 5441 aclg stpt,nae 104 n2 trunk 1 vav5 7 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5441,vav,,
604_0_3013509,rm 5441 ahtg stpt,nae 104 n2 trunk 1 vav5 7 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5441,vav,,
604_0_3013511,rm 5441 sup flow,nae 104 n2 trunk 1 vav5 7 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5441,vav,,
604_0_3013518,rm 5444 zn t,nae 104 n2 trunk 1 vav5 8 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5444,vav,,
604_0_3013519,rm 5444 wc adj,nae 104 n2 trunk 1 vav5 8 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5444,vav,,
604_0_3013520,rm 5444 sa vp,nae 104 n2 trunk 1 vav5 8 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5444,vav,,
604_0_3013522,rm 5444 dmpr pos,nae 104 n2 trunk 1 vav5 8 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5444,vav,,
604_0_3013523,rm 5444 aclg stpt,nae 104 n2 trunk 1 vav5 8 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5444,vav,,
604_0_3013524,rm 5444 ahtg stpt,nae 104 n2 trunk 1 vav5 8 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5444,vav,,
604_0_3013526,rm 5444 sup flow,nae 104 n2 trunk 1 vav5 8 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5444,vav,,
604_0_3013533,rm 5443 zn t,nae 104 n2 trunk 1 vav5 9 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5443,vav,,
604_0_3013534,rm 5443 wc adj,nae 104 n2 trunk 1 vav5 9 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5443,vav,,
604_0_3013535,rm 5443 sa vp,nae 104 n2 trunk 1 vav5 9 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5443,vav,,
604_0_3013537,rm 5443 dmpr pos,nae 104 n2 trunk 1 vav5 9 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5443,vav,,
604_0_3013538,rm 5443 aclg stpt,nae 104 n2 trunk 1 vav5 9 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5443,vav,,
604_0_3013539,rm 5443 ahtg stpt,nae 104 n2 trunk 1 vav5 9 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5443,vav,,
604_0_3013541,rm 5443 sup flow,nae 104 n2 trunk 1 vav5 9 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5443,vav,,
604_0_3013548,rm 5450 zn t,nae 104 n2 trunk 1 vav5 10 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5451,vav,,
604_0_3013549,rm 5450 wc adj,nae 104 n2 trunk 1 vav5 10 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5451,vav,,
604_0_3013550,rm 5450 sa vp,nae 104 n2 trunk 1 vav5 10 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5451,vav,,
604_0_3013552,rm 5450 dmpr pos,nae 104 n2 trunk 1 vav5 10 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5451,vav,,
604_0_3013553,rm 5450 aclg stpt,nae 104 n2 trunk 1 vav5 10 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5451,vav,,
604_0_3013554,rm 5450 ahtg stpt,nae 104 n2 trunk 1 vav5 10 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5451,vav,,
604_0_3013556,rm 5450 sup flow,nae 104 n2 trunk 1 vav5 10 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5451,vav,,
604_0_3013563,rm 5350 zn t,nae 104 n2 trunk 1 vav5 11 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5350,vav,,
604_0_3013564,rm 5350 wc adj,nae 104 n2 trunk 1 vav5 11 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5350,vav,,
604_0_3013565,rm 5350 sa vp,nae 104 n2 trunk 1 vav5 11 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5350,vav,,
604_0_3013567,rm 5350 dmpr pos,nae 104 n2 trunk 1 vav5 11 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5350,vav,,
604_0_3013568,rm 5350 aclg stpt,nae 104 n2 trunk 1 vav5 11 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5350,vav,,
604_0_3013569,rm 5350 ahtg stpt,nae 104 n2 trunk 1 vav5 11 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5350,vav,,
604_0_3013571,rm 5350 sup flow,nae 104 n2 trunk 1 vav5 11 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5350,vav,,
604_0_3013578,rm 5343 zn t,nae 104 n2 trunk 1 vav5 12 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5343,vav,,
604_0_3013579,rm 5343 wc adj,nae 104 n2 trunk 1 vav5 12 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5343,vav,,
604_0_3013580,rm 5343 sa vp,nae 104 n2 trunk 1 vav5 12 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5343,vav,,
604_0_3013582,rm 5343 dmpr pos,nae 104 n2 trunk 1 vav5 12 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5343,vav,,
604_0_3013583,rm 5343 aclg stpt,nae 104 n2 trunk 1 vav5 12 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5343,vav,,
604_0_3013584,rm 5343 ahtg stpt,nae 104 n2 trunk 1 vav5 12 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5343,vav,,
604_0_3013586,rm 5343 sup flow,nae 104 n2 trunk 1 vav5 12 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5343,vav,,
604_0_3013593,rm 5340 zn t,nae 104 n2 trunk 1 vav5 13 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5340,vav,,
604_0_3013594,rm 5340 wc adj,nae 104 n2 trunk 1 vav5 13 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5340,vav,,
604_0_3013595,rm 5340 sa vp,nae 104 n2 trunk 1 vav5 13 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5340,vav,,
604_0_3013597,rm 5340 dmpr pos,nae 104 n2 trunk 1 vav5 13 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5340,vav,,
604_0_3013598,rm 5340 aclg stpt,nae 104 n2 trunk 1 vav5 13 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5340,vav,,
604_0_3013599,rm 5340 ahtg stpt,nae 104 n2 trunk 1 vav5 13 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5340,vav,,
604_0_3013601,rm 5340 sup flow,nae 104 n2 trunk 1 vav5 13 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5340,vav,,
604_0_3013608,rm 5332 zn t,nae 104 n2 trunk 1 vav5 14 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5332,vav,,
604_0_3013609,rm 5332 wc adj,nae 104 n2 trunk 1 vav5 14 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5332,vav,,
604_0_3013610,rm 5332 sa vp,nae 104 n2 trunk 1 vav5 14 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5332,vav,,
604_0_3013612,rm 5332 dmpr pos,nae 104 n2 trunk 1 vav5 14 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5332,vav,,
604_0_3013613,rm 5332 aclg stpt,nae 104 n2 trunk 1 vav5 14 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5332,vav,,
604_0_3013614,rm 5332 ahtg stpt,nae 104 n2 trunk 1 vav5 14 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5332,vav,,
604_0_3013616,rm 5332 sup flow,nae 104 n2 trunk 1 vav5 14 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5332,vav,,
604_0_3013623,rm 5330 zn t,nae 104 n2 trunk 1 vav5 15 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5330,vav,,
604_0_3013624,rm 5330 wc adj,nae 104 n2 trunk 1 vav5 15 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5330,vav,,
604_0_3013625,rm 5330 sa vp,nae 104 n2 trunk 1 vav5 15 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5330,vav,,
604_0_3013627,rm 5330 dmpr pos,nae 104 n2 trunk 1 vav5 15 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5330,vav,,
604_0_3013628,rm 5330 aclg stpt,nae 104 n2 trunk 1 vav5 15 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5330,vav,,
604_0_3013629,rm 5330 ahtg stpt,nae 104 n2 trunk 1 vav5 15 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5330,vav,,
604_0_3013631,rm 5330 sup flow,nae 104 n2 trunk 1 vav5 15 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5330,vav,,
604_0_3013638,rm 5331 zn t,nae 104 n2 trunk 1 vav5 16 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5331,vav,,
604_0_3013639,rm 5331 wc adj,nae 104 n2 trunk 1 vav5 16 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5331,vav,,
604_0_3013640,rm 5331 sa vp,nae 104 n2 trunk 1 vav5 16 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5331,vav,,
604_0_3013642,rm 5331 dmpr pos,nae 104 n2 trunk 1 vav5 16 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5331,vav,,
604_0_3013643,rm 5331 aclg stpt,nae 104 n2 trunk 1 vav5 16 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5331,vav,,
604_0_3013644,rm 5331 ahtg stpt,nae 104 n2 trunk 1 vav5 16 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5331,vav,,
604_0_3013646,rm 5331 sup flow,nae 104 n2 trunk 1 vav5 16 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5331,vav,,
604_0_3013653,rm 5320 zn t,nae 104 n2 trunk 1 vav5 17 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5320,vav,,
604_0_3013654,rm 5320 wc adj,nae 104 n2 trunk 1 vav5 17 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5320,vav,,
604_0_3013655,rm 5320 sa vp,nae 104 n2 trunk 1 vav5 17 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5320,vav,,
604_0_3013657,rm 5320 dmpr pos,nae 104 n2 trunk 1 vav5 17 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5320,vav,,
604_0_3013658,rm 5320 aclg stpt,nae 104 n2 trunk 1 vav5 17 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5320,vav,,
604_0_3013659,rm 5320 ahtg stpt,nae 104 n2 trunk 1 vav5 17 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5320,vav,,
604_0_3013661,rm 5320 sup flow,nae 104 n2 trunk 1 vav5 17 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5320,vav,,
604_0_3013668,rm 5322 zn t,nae 104 n2 trunk 1 vav5 18 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 5322,vav,,
604_0_3013669,rm 5322 wc adj,nae 104 n2 trunk 1 vav5 18 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 5322,vav,,
604_0_3013670,rm 5322 sa vp,nae 104 n2 trunk 1 vav5 18 sa vp,supply air velocity pressure,58.0,analog input,supply air velocity pressure,supply air velocity pressure sensor,rm 5322,vav,,
604_0_3013672,rm 5322 dmpr pos,nae 104 n2 trunk 1 vav5 18 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 5322,vav,,
604_0_3013673,rm 5322 aclg stpt,nae 104 n2 trunk 1 vav5 18 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 5322,vav,,
604_0_3013674,rm 5322 ahtg stpt,nae 104 n2 trunk 1 vav5 18 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 5322,vav,,
604_0_3013676,rm 5322 sup flow,nae 104 n2 trunk 1 vav5 18 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 5322,vav,,
604_0_3013688,ap m crac 1 mig 008 temperature,nae 104 n2 trunk 1 mig 008 temperature,temperature,64.0,analog input,temperature,temperature sensor,crac 1,mig,,
604_0_3013689,ap m crac 1 mig 008 humidity,nae 104 n2 trunk 1 mig 008 humidity,humidity,29.0,analog input,room humidity,humidity sensor,crac 1,mig,,
604_0_3013690,ap m crac 1 mig 008 capacity,nae 104 n2 trunk 1 mig 008 capacity,capacity,98.0,analog input,capacity,capacity sensor,crac 1,mig,,
604_0_3013701,ap m crac 2 mig 009 temperature,nae 104 n2 trunk 1 mig 009 temperature,temperature,64.0,analog input,temperature,temperature sensor,crac 2,mig,,
604_0_3013702,ap m crac 2 mig 009 humidity,nae 104 n2 trunk 1 mig 009 humidity,humidity,29.0,analog input,room humidity,humidity sensor,crac 2,mig,,
604_0_3013703,ap m crac 2 mig 009 capacity,nae 104 n2 trunk 1 mig 009 capacity,capacity,98.0,analog input,capacity,capacity sensor,crac 2,mig,,
604_0_3014280,weststatic,nae 104 n2 trunk 2 unt bldgstatic weststatic,,58.0,analog input,unknown,unknown,,unt,,
604_0_3014281,east static,nae 104 n2 trunk 2 unt bldgstatic east static,,58.0,analog input,unknown,unknown,,unt,,
604_1_3012390,ap m rm 6260 cmax stpt,nae 104 n2 trunk 1 vav 38 cmax stpt,occupied cooling maximum flow,84.0,analog output,occupied cooling maximum flow,occupied cooling max supply air flow setpoint,rm 6260,vav,,
604_1_3012391,ap m rm 6260 dmpr cmd,nae 104 n2 trunk 1 vav 38 dmpr cmd,damper command,98.0,analog output,damper command,damper command,rm 6260,vav,,
604_1_3012392,ap m rm 6260 hmax stpt,nae 104 n2 trunk 1 vav 38 hmax stpt,occupied heating maximum flow,84.0,analog output,occupied heating maximum flow,occupied heating max supply air flow setpoint,rm 6260,vav,,
604_1_3012393,ap m rm 6260 htg vlv,nae 104 n2 trunk 1 vav 38 htg vlv,heating valve command,98.0,analog output,heating valve command,heating valve command,rm 6260,vav,,
604_1_3012394,ap m rm 6260 oclg stpt,nae 104 n2 trunk 1 vav 38 oclg stpt,occupied cooling setpoint,64.0,analog output,occupied cooling setpoint,occupied cooling temperature setpoint,rm 6260,vav,,
604_1_3012395,ap m rm 6260 ocmin stpt,nae 104 n2 trunk 1 vav 38 ocmin stpt,occupied cooling minimum flow,84.0,analog output,occupied cooling minimum flow,occupied cooling min discharge air flow setpoint,rm 6260,vav,,
604_1_3012396,ap m rm 6260 ohmin stpt,nae 104 n2 trunk 1 vav 38 ohmin stpt,occupied heating minimum flow,84.0,analog output,occupied heating minimum flow,occupied heating min discharge air flow setpoint,rm 6260,vav,,
604_1_3012397,ap m rm 6260 ohtg stpt,nae 104 n2 trunk 1 vav 38 ohtg stpt,occupied heating setpoint,64.0,analog output,occupied heating setpoint,occupied heating temperature setpoint,rm 6260,vav,,
