Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
506_1_3001183,506,1,3001183,ebu3b rm 3200b supflo sp,nae 06 n2 1 vma183 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3002884,506,1,3002884,ebu3b rm 4109 supflo sp,nae 06 n2 2 vma183 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 4109,vav,4109,,ebu3b,,analog output
506_0_3001179,506,0,3001179,ebu3b rm 3200b sup flow,nae 06 n2 1 vma183 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3200b,vav,3200b,,ebu3b,,analog input
506_0_3002880,506,0,3002880,ebu3b rm 4109 sup flow,nae 06 n2 2 vma183 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 4109,vav,4109,,ebu3b,,analog input
506_1_3001180,506,1,3001180,ebu3b rm 3200b rh vlv,nae 06 n2 1 vma183 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3002881,506,1,3002881,ebu3b rm 4109 rh vlv,nae 06 n2 2 vma183 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 4109,vav,4109,,ebu3b,,analog output
506_1_3001186,506,1,3001186,ebu3b rm 3200b htgflow,nae 06 n2 1 vma183 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3002887,506,1,3002887,ebu3b rm 4109 htgflow,nae 06 n2 2 vma183 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 4109,vav,4109,,ebu3b,,analog output
506_0_3001177,506,0,3001177,ebu3b rm 3200b acthtgsp,nae 06 n2 1 vma183 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3200b,vav,3200b,,ebu3b,,analog input
506_0_3002878,506,0,3002878,ebu3b rm 4109 acthtgsp,nae 06 n2 2 vma183 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 4109,vav,4109,,ebu3b,,analog input
506_0_3001176,506,0,3001176,ebu3b rm 3200b actclgsp,nae 06 n2 1 vma183 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3200b,vav,3200b,,ebu3b,,analog input
506_0_3002877,506,0,3002877,ebu3b rm 4109 actclgsp,nae 06 n2 2 vma183 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 4109,vav,4109,,ebu3b,,analog input
506_1_3001185,506,1,3001185,ebu3b rm 3200b clgminflo,nae 06 n2 1 vma183 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3002886,506,1,3002886,ebu3b rm 4109 clgminflo,nae 06 n2 2 vma183 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 4109,vav,4109,,ebu3b,,analog output
506_14_3001191,506,14,3001191,ebu3b rm 3200b occ cmd,nae 06 n2 1 vma183 occ cmd,occupied command,,occupancy command,occupied command,,rm 3200b,vav,3200b,,ebu3b,,multi state output
506_14_3002892,506,14,3002892,ebu3b rm 4109 occ cmd,nae 06 n2 2 vma183 occ cmd,occupied command,,occupancy command,occupied command,,rm 4109,vav,4109,,ebu3b,,multi state output
506_1_3001188,506,1,3001188,ebu3b rm 3200b htgpid o,nae 06 n2 1 vma183 htgpid o,heating command,98.0,heating command,heating command,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3002889,506,1,3002889,ebu3b rm 4109 htgpid o,nae 06 n2 2 vma183 htgpid o,heating command,98.0,heating command,heating command,,rm 4109,vav,4109,,ebu3b,,analog output
506_0_3001178,506,0,3001178,ebu3b rm 3200b dmpr pos,nae 06 n2 1 vma183 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3200b,vav,3200b,,ebu3b,,analog input
506_0_3002879,506,0,3002879,ebu3b rm 4109 dmpr pos,nae 06 n2 2 vma183 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 4109,vav,4109,,ebu3b,,analog input
506_1_3001182,506,1,3001182,ebu3b rm 3200b dpr c,nae 06 n2 1 vma183 dpr c,damper command,98.0,damper command,damper command,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3002883,506,1,3002883,ebu3b rm 4109 dpr c,nae 06 n2 2 vma183 dpr c,damper command,98.0,damper command,damper command,,rm 4109,vav,4109,,ebu3b,,analog output
506_1_3001184,506,1,3001184,ebu3b rm 3200b clgmaxflo,nae 06 n2 1 vma183 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3002885,506,1,3002885,ebu3b rm 4109 clgmaxflo,nae 06 n2 2 vma183 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 4109,vav,4109,,ebu3b,,analog output
506_1_3001187,506,1,3001187,ebu3b rm 3200b clgpid o,nae 06 n2 1 vma183 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3002888,506,1,3002888,ebu3b rm 4109 clgpid o,nae 06 n2 2 vma183 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 4109,vav,4109,,ebu3b,,analog output
506_0_3001193,506,0,3001193,ebu3b rm 3217 zn t,nae 06 n2 1 vma184 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 3217,vav,3217,,ebu3b,,analog input
506_1_3001201,506,1,3001201,ebu3b rm 3217 commonsp,nae 06 n2 1 vma184 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 3217,vav,3217,,ebu3b,,analog output
506_1_3015693,506,1,3015693,ebu3b rm 3217 w c adj,nae 06 n2 1 vma184 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 3217,vav,3217,,ebu3b,,analog output
506_1_3001203,506,1,3001203,ebu3b rm 3217 supflo sp,nae 06 n2 1 vma184 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3217,vav,3217,,ebu3b,,analog output
506_0_3001199,506,0,3001199,ebu3b rm 3217 sup flow,nae 06 n2 1 vma184 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3217,vav,3217,,ebu3b,,analog input
506_1_3001200,506,1,3001200,ebu3b rm 3217 rh vlv,nae 06 n2 1 vma184 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3217,vav,3217,,ebu3b,,analog output
506_1_3001206,506,1,3001206,ebu3b rm 3217 htgflow,nae 06 n2 1 vma184 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3217,vav,3217,,ebu3b,,analog output
506_0_3001197,506,0,3001197,ebu3b rm 3217 acthtgsp,nae 06 n2 1 vma184 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3217,vav,3217,,ebu3b,,analog input
506_0_3001196,506,0,3001196,ebu3b rm 3217 actclgsp,nae 06 n2 1 vma184 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3217,vav,3217,,ebu3b,,analog input
506_1_3001205,506,1,3001205,ebu3b rm 3217 clgminflo,nae 06 n2 1 vma184 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3217,vav,3217,,ebu3b,,analog output
506_14_3001211,506,14,3001211,ebu3b rm 3217 occ cmd,nae 06 n2 1 vma184 occ cmd,occupied command,,occupancy command,occupied command,,rm 3217,vav,3217,,ebu3b,,multi state output
506_1_3001208,506,1,3001208,ebu3b rm 3217 htgpid o,nae 06 n2 1 vma184 htgpid o,heating command,98.0,heating command,heating command,,rm 3217,vav,3217,,ebu3b,,analog output
506_0_3001198,506,0,3001198,ebu3b rm 3217 dmpr pos,nae 06 n2 1 vma184 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3217,vav,3217,,ebu3b,,analog input
505_3_3013651,505,3,3013651,ebu3b server room ld sw,nae 05 n2 2 vma 110 ld sw,condensate leak dectection alarm,,condensate leak dectection alarm,condensate leak alarm,,server room,computer room air conditioning,0,,ebu3b,,binary input
505_3_3015292,505,3,3015292,ebu3b crac 1 compres1,nae 05 n2 2 vnd 162 compres1,compressor 1 overload,,compressor overload,compressor overload alarm,1,server room,computer room air conditioning,1,,ebu3b,,binary input
505_3_3015356,505,3,3015356,ebu3b crac 2 compres1,nae 05 n2 2 vnd 163 compres1,compressor 1 overload,,compressor overload,compressor overload alarm,1,server room,computer room air conditioning,2,,ebu3b,,binary input
505_3_3015228,505,3,3015228,ebu3b crac 3 compres1,nae 05 n2 2 vnd 161 compres1,compressor 1 overload,,compressor overload,compressor overload alarm,1,server room,computer room air conditioning,3,,ebu3b,,binary input
505_3_3015164,505,3,3015164,ebu3b crac 4 compres1,nae 05 n2 2 vnd 160 compres1,compressor 1 overload,,compressor overload,compressor overload alarm,1,server room,computer room air conditioning,4,,ebu3b,,binary input
505_3_3015293,505,3,3015293,ebu3b crac 1 compres2,nae 05 n2 2 vnd 162 compres2,compressor 2 overload,,compressor overload,compressor overload alarm,2,server room,computer room air conditioning,1,,ebu3b,,binary input
505_3_3015357,505,3,3015357,ebu3b crac 2 compres2,nae 05 n2 2 vnd 163 compres2,compressor 2 overload,,compressor overload,compressor overload alarm,2,server room,computer room air conditioning,2,,ebu3b,,binary input
505_3_3015229,505,3,3015229,ebu3b crac 3 compres2,nae 05 n2 2 vnd 161 compres2,compressor 2 overload,,compressor overload,compressor overload alarm,2,server room,computer room air conditioning,3,,ebu3b,,binary input
505_3_3015165,505,3,3015165,ebu3b crac 4 compres2,nae 05 n2 2 vnd 160 compres2,compressor 2 overload,,compressor overload,compressor overload alarm,2,server room,computer room air conditioning,4,,ebu3b,,binary input
505_3_3015316,505,3,3015316,ebu3b crac 1 unit loc,nae 05 n2 2 vnd 162 unit loc,loss of communications,,loss of communications,communication loss alarm,,server room,computer room air conditioning,1,,ebu3b,,binary input
505_3_3015380,505,3,3015380,ebu3b crac 2 unit loc,nae 05 n2 2 vnd 163 unit loc,loss of communications,,loss of communications,communication loss alarm,,server room,computer room air conditioning,2,,ebu3b,,binary input
505_3_3015252,505,3,3015252,ebu3b crac 3 unit loc,nae 05 n2 2 vnd 161 unit loc,loss of communications,,loss of communications,communication loss alarm,,server room,computer room air conditioning,3,,ebu3b,,binary input
505_3_3015188,505,3,3015188,ebu3b crac 4 unit loc,nae 05 n2 2 vnd 160 unit loc,loss of communications,,loss of communications,communication loss alarm,,server room,computer room air conditioning,4,,ebu3b,,binary input
505_0_3014570,505,0,3014570,ebu3b ah1 1 oa co2,nae 05 n2 1 dx 12 ah1 oa co2,co2 outside air,96.0,outside air co2 level,outside air co2 sensor,outside air,rm b102c,ahu,1,ahu outside air,ebu3b,,analog input
506_1_3001202,506,1,3001202,ebu3b rm 3217 dpr c,nae 06 n2 1 vma184 dpr c,damper command,98.0,damper command,damper command,,rm 3217,vav,3217,,ebu3b,,analog output
506_1_3001204,506,1,3001204,ebu3b rm 3217 clgmaxflo,nae 06 n2 1 vma184 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 3217,vav,3217,,ebu3b,,analog output
506_1_3001207,506,1,3001207,ebu3b rm 3217 clgpid o,nae 06 n2 1 vma184 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 3217,vav,3217,,ebu3b,,analog output
506_0_3015821,506,0,3015821,ebu3b rm 2258 zn t,nae 06 n2 1 vma185 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 2258,vav,2258,,ebu3b,,analog input
506_1_3015833,506,1,3015833,ebu3b rm 2258 commonsp,nae 06 n2 1 vma185 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015832,506,1,3015832,ebu3b rm 2258 wc adj,nae 06 n2 1 vma185 wc adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 2258,vav,2258,,ebu3b,,analog output
506_0_3015820,506,0,3015820,ebu3b rm 2258 sa t,nae 06 n2 1 vma185 sa t,supply air temperature,64.0,supply air temperature,supply air temperature sensor,,rm 2258,vav,2258,,ebu3b,,analog input
506_1_3015831,506,1,3015831,ebu3b rm 2258 supflo sp,nae 06 n2 1 vma185 supflo sp,supply flow setpoint,84.0,supply airflow setpoint,supply air flow setpoint,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015830,506,1,3015830,ebu3b rm 2258 sup flow,nae 06 n2 1 vma185 sup flow,supply flow,84.0,supply airflow,supply air flow sensor,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015823,506,1,3015823,ebu3b rm 2258 rh vlv,nae 06 n2 1 vma185 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015829,506,1,3015829,ebu3b rm 2258 htgflow,nae 06 n2 1 vma185 htgflow,heating flow,84.0,heating supply airflow,occupied heating supply air flow setpoint,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015828,506,1,3015828,ebu3b rm 2258 acthtgsp,nae 06 n2 1 vma185 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015827,506,1,3015827,ebu3b rm 2258 actclgsp,nae 06 n2 1 vma185 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015834,506,1,3015834,ebu3b rm 2258 occ cmd,nae 06 n2 1 vma185 occ cmd,occupancy command,95.0,occupancy command,occupancy command,,rm 2258,vav,2258,,ebu3b,,analog output
505_0_3002727,505,0,3002727,ebu3b ah1 1 chwr1 t,nae 05 n2 1 dx 32 chwr1 t,chw ret temp1,64.0,chilled water return temperature,chilled water return temperature sensor,1,rm b102c,ahu,1,ahu chilled water,ebu3b,,analog input
505_0_3000855,505,0,3000855,ebu3b ah1 1 chwr2 t,nae 05 n2 1 dx 32 chwr2 t,chw ret temp 2,64.0,chilled water return temperature,chilled water return temperature sensor,2,rm b102c,ahu,1,ahu chilled water,ebu3b,,analog input
505_0_3000856,505,0,3000856,ebu3b ah1 1 chwr3 t,nae 05 n2 1 dx 32 chwr3 t,chw ret temp 3,64.0,chilled water return temperature,chilled water return temperature sensor,3,rm b102c,ahu,1,ahu chilled water,ebu3b,,analog input
505_0_3000857,505,0,3000857,ebu3b ah1 1 chwr4 t,nae 05 n2 1 dx 32 chwr4 t,chw ret temp 4,64.0,chilled water return temperature,chilled water return temperature sensor,4,rm b102c,ahu,1,ahu chilled water,ebu3b,,analog input
505_0_3014673,505,0,3014673,ebu3b fschw chws t,nae 05 n2 1 dx 12 file server chw system chws t,chilled water supply temperature,64.0,chilled water supply temperature,chilled water supply temperature sensor,,rm b102c,chilled water system,crac,,ebu3b,,analog input
505_1_3014679,505,1,3014679,ebu3b fschw fcwdp stpt,nae 05 n2 1 dx 12 file server chw system fcwsp sp,chilled water pressure setpoint,56.0,chilled water pressure setpoint,chilled water differential pressure setpoint,,rm b102c,chilled water system,crac,,ebu3b,,analog output
505_1_3000058,505,1,3000058,ebu3b chw sys cwdp sp,nae 05 n2 1 dx 12 cwdp sp,chw diff press setpoint,56.0,chilled water differential pressure setpoint,chilled water differential pressure setpoint,,rm b102c,chilled water system,main,,ebu3b,,analog output
505_5_3017935,505,5,3017935,ebu3b load shed chw dp load shed,nae 05 programming ebu3b load shed ebu3b chw dp load shed,chw dp load shed,,chilled water differential pressure load shed,unknown,,,chilled water system,0,,ebu3b,,binary value
505_2_3017936,505,2,3017936,ebu3b chwdp sp load shed,nae 05 programming ebu3b load shed ebu3b chwdp sp load shed,chwdp sp load shed,56.0,chilled water differential pressure setpoint load shed,unknown,,,chilled water system,0,,ebu3b,,analog value
505_0_3000045,505,0,3000045,ebu3b chw sys chw dp,nae 05 n2 1 dx 12 chw dp,chw diff press,56.0,chilled water differential pressure,chilled water differential pressure sensor,,rm b102c,chilled water system,main,,ebu3b,,analog input
505_0_3014658,505,0,3014658,ebu3b fschw chw dp,nae 05 n2 1 dx 12 file server chw system chw dp,chilled water differential pressure,56.0,chilled water differential pressure,chilled water differential pressure sensor,,rm b102c,chilled water system,crac,,ebu3b,,analog input
505_3_3015283,505,3,3015283,ebu3b crac 1 chngfilt,nae 05 n2 2 vnd 162 chngfilt,change filters,,change filters,change filter alarm,,server room,computer room air conditioning,1,,ebu3b,,binary input
505_3_3015347,505,3,3015347,ebu3b crac 2 chngfilt,nae 05 n2 2 vnd 163 chngfilt,change filters,,change filters,change filter alarm,,server room,computer room air conditioning,2,,ebu3b,,binary input
505_3_3015219,505,3,3015219,ebu3b crac 3 chngfilt,nae 05 n2 2 vnd 161 chngfilt,change filters,,change filters,change filter alarm,,server room,computer room air conditioning,3,,ebu3b,,binary input
505_3_3015155,505,3,3015155,ebu3b crac 4 chngfilt,nae 05 n2 2 vnd 160 chngfilt,change filters,,change filters,change filter alarm,,server room,computer room air conditioning,4,,ebu3b,,binary input
505_0_3015260,505,0,3015260,ebu3b crac 1 capacty,nae 05 n2 2 vnd 162 capacty,capacity,98.0,crac capacity,capacity sensor,,server room,computer room air conditioning,1,,ebu3b,,analog input
505_0_3015324,505,0,3015324,ebu3b crac 2 capacty,nae 05 n2 2 vnd 163 capacty,capacity,98.0,crac capacity,capacity sensor,,server room,computer room air conditioning,2,,ebu3b,,analog input
505_0_3015196,505,0,3015196,ebu3b crac 3 capacty,nae 05 n2 2 vnd 161 capacty,capacity,98.0,crac capacity,capacity sensor,,server room,computer room air conditioning,3,,ebu3b,,analog input
505_0_3015132,505,0,3015132,ebu3b crac 4 capacty,nae 05 n2 2 vnd 160 capacty,capacity,98.0,crac capacity,capacity sensor,,server room,computer room air conditioning,4,,ebu3b,,analog input
506_1_3015835,506,1,3015835,ebu3b rm 2258 dpr cmd,nae 06 n2 1 vma185 dpr cmd,damper command,98.0,damper command,damper command,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015825,506,1,3015825,ebu3b rm 2258 clgminflo,nae 06 n2 1 vma185 clgminflo,cooling min flow,84.0,minimum supply cooling airflow,cooling min discharge air flow setpoint,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015824,506,1,3015824,ebu3b rm 2258 clgmaxflo,nae 06 n2 1 vma185 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 2258,vav,2258,,ebu3b,,analog output
506_1_3015826,506,1,3015826,ebu3b rm 2258 clgpid o,nae 06 n2 1 vma185 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 2258,vav,2258,,ebu3b,,analog output
505_2_3002099,505,2,3002099,ebu3b bldg avg avg clg demand,nae 05 programming average floor cooling demand bldg avg,average cooling demand in building,302.0,average cooling demand,average cooling demand sensor,building,,vav,,,ebu3b,,analog value
506_2_3010312,506,2,3010312,bsbm_batt,bsbm_batt,battery voltage,5.0,battery voltage,battery voltage sensor,,,unknown,0,,bsb,,analog value
506_2_3009730,506,2,3009730,ebu2_batt,ebu2_batt,battery voltage,5.0,battery voltage,battery voltage sensor,,,unknown,0,,ebu2,,analog value
506_2_3009739,506,2,3009739,hubbs_batt,nae 06 hubbs_batt,battery voltage,5.0,battery voltage,battery voltage sensor,,,unknown,0,,hubbs hall,,analog value
505_2_3022109,505,2,3022109,ebu3b rm bxxx supflo avg,nae 05 programming average supflow bsmt supflo avg,average supflow,98.0,average supply flow,average supply air flow sensor,,rm bxxx,basement aggregate,aggregate,,ebu3b,,analog value
505_2_3022110,505,2,3022110,ebu3b rm 1xxx supflo avg,nae 05 programming average supflow 1st flr supflo avg,average supflow,95.0,average supply flow,average supply air flow sensor,,rm 1xxx,1st floor,aggregate,,ebu3b,,analog value
505_2_3023680,505,2,3023680,ebu3b rm 2xxx supflo avg,nae 05 programming average supflow 2nd flr supflo avg,average supflow,95.0,average supply flow,average supply air flow sensor,,rm 2xxx,2nd floor,aggregate,,ebu3b,,analog value
506_2_3011378,506,2,3011378,ebu3b rm 3xxx 3rd flr supflo avg,nae 06 programming average supflow 3rd flr supflo avg,average supply flow,95.0,average supply flow,average supply air flow sensor,,rm 3xxx,3rd floor,aggregate,,ebu3b,,analog value
506_2_3011379,506,2,3011379,ebu3b rm 4xxx 4th flr supflo avg,nae 06 programming average supflow 4th flr supflo avg,average supply flow,95.0,average supply flow,average supply air flow sensor,,rm 4xxx,4th floor,aggregate,,ebu3b,,analog value
505_2_3002097,505,2,3002097,ebu3b rm bxxx bsmt avg,nae 05 programming average floor cooling demand bsmt avg,average cooling demand in basement,302.0,average cooling demand,average cooling demand sensor,basement,rm bxxx,basement aggregate,aggregate,,ebu3b,,analog value
