bas_raw,point_type,haystack
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Run","Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7513/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Run","Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7603/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Run","Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7605/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Run","Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/VAV Room7721/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/6400 Corridor/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/6500 Corridor/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Max CO2 Level","Max CO2 Level","max co2"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/PRV Command","PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/RH Valve %","RH Valve %","vav reheat valve cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/ZCO2_HI","ZCO2_HI","zone co2 max"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/Zone CO2","Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/6500 Reception/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/6700 E Corridor/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/6700 W Corridor/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/Fan Coil CHW Vlv","Fan Coil CHW Vlv","fcu fan chilled water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/Fan Start","Fan Start","fan cmd"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/Fan Status","Fan Status","fan curstatus"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/FANCOIL ALARM","FANCOIL ALARM","fcu alarm"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/FANCOIL HAND","FANCOIL HAND","fcu alarm"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/FCU-11/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Cooling %","Cooling %","ahu cooling coolingCapacity"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Heating %","Heating %","heating"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/Zone Temp","Zone Temp","vav zone air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Master/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Slave/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Slave/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Slave/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Slave/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Slave/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Slave/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Slave/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/RM 6721 Office Slave/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6401/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6403/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Max CO2 Level","Max CO2 Level","max co2"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/ZCO2_HI","ZCO2_HI","zone co2 max"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/Zone CO2","Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6404/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/OA Temp","OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/OCC Sensor","OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Run","Run","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Run Request","Run Request","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/Schedule","Schedule","cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/ZTMP HI","ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6405/ZTMP LO","ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6407/Airflow","Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6407/Airflow Request","Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6407/Airflow Setpoint","Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6407/Cool Request","Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6407/Damper Position","Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6407/Discharge Temp","Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6407/Heat Request","Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6407/HWV Command","HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Sixth Floor/VAV Room 6407/OA Temp","OA Temp","outside air temp sensor"
